Nominal mass	Compositions	Charges
272	H13C7O9P,H13C6CxO9P,H13C7O8OxP,H13C5Cx2O9P,H13C4Cx3O9P	1
272	H8C14O6,H8C13CxO6,H8C14O5Ox,H8C12Cx2O6,H8C11Cx3O6	1
272	H12C11O6S,H12C10CxO6S,H12C11O6Sx,H12C11O5OxS,H12C9Cx2O6S,H12C8Cx3O6S	-1
272	H8C12N4O4,H8C11CxN4O4,H8C12N4O3Ox,H8C10Cx2N4O4,H8C9Cx3N4O4	1
272	H12C10N2O7,H12C9CxN2O7,H12C10N2O6Ox,H12C8Cx2N2O7,H12C7Cx3N2O7	-1,1
272	H17C8O8P,H17C7CxO8P,H17C8O7OxP,H17C6Cx2O8P,H17C5Cx3O8P	-1,1
272	H12C15O5,H12C14CxO5,H12C15O4Ox,H12C13Cx2O5,H12C12Cx3O5	-1,1
272	H16C11N2O4S,H16C10CxN2O4S,H16C11N2O4Sx,H16C11N2O3OxS,H16C9Cx2N2O4S,H16C8Cx3N2O4S	1
272	H12C19O2,H12C18CxO2,H12C19OOx,H12C17Cx2O2,H12C16Cx3O2	1
272	H16C12O7,H16C11CxO7,H16C12O6Ox,H16C10Cx2O7,H16C9Cx3O7	-1,1
272	H12C13N4O3,H12C12CxN4O3,H12C13N4O2Ox,H12C11Cx2N4O3,H12C10Cx3N4O3	1
272	H16C11N2O6,H16C10CxN2O6,H16C11N2O5Ox,H16C9Cx2N2O6,H16C8Cx3N2O6	-1,1
272	H16C16O4,H16C15CxO4,H16C16O3Ox,H16C14Cx2O4,H16C13Cx3O4	-1,1
272	H16C15N2O3,H16C14CxN2O3,H16C15N2O2Ox,H16C13Cx2N2O3,H16C12Cx3N2O3	-1,1
272	H20C13O6,H20C12CxO6,H20C13O5Ox,H20C11Cx2O6,H20C10Cx3O6	-1,1
272	H20C12N2O5,H20C11CxN2O5,H20C12N2O4Ox,H20C10Cx2N2O5,H20C9Cx3N2O5	-1,1
272	Bh	1
272	H20C17O3,H20C16CxO3,H20C17O2Ox,H20C15Cx2O3,H20C14Cx3O3	1
272	H20C16N2O2,H20C15CxN2O2,H20C16N2OOx,H20C14Cx2N2O2,H20C13Cx3N2O2	-1,1
272	H22C12N3O4,H22C11CxN3O4,H22C12N3O3Ox,H22C10Cx2N3O4,H22C9Cx3N3O4	1
272	H24C14O5,H24C13CxO5,H24C14O4Ox,H24C12Cx2O5,H24C11Cx3O5	-1,1
272	H24C18O2,H24C17CxO2,H24C18OOx,H24C16Cx2O2,H24C15Cx3O2	1
272	H24C17N2O,H24C16CxN2O,H24C15Cx2N2O,H24C14Cx3N2O	1
272	H28C15O4,H28C14CxO4,H28C15O3Ox,H28C13Cx2O4,H28C12Cx3O4	-1,1
272	H28C19O,H28C18CxO,H28C17Cx2O,H28C16Cx3O	1
272	H32C16O3,H32C15CxO3,H32C16O2Ox,H32C14Cx2O3,H32C13Cx3O3	-1,1
272	H32C20,H32C19Cx,H32C18Cx2,H32C17Cx3	1
273	H6C10N3Cl3,H6C9CxN3Cl3,H6C10N3Cl2Clx,H6C8Cx2N3Cl3,H6C7Cx3N3Cl3	-1
273	H16C7NO4PS2,H16C6CxNO4PS2,H16C7NO4PSSx,H16C7NO3OxPS2,H16C5Cx2NO4PS2,H16C4Cx3NO4PS2	-1
273	H15C10N3O2S2,H15C9CxN3O2S2,H15C10N3O2SSx,H15C10N3OOxS2,H15C8Cx2N3O2S2,H15C7Cx3N3O2S2	-1
273	H10C11N3O2F3,H10C10CxN3O2F3,H10C11N3OOxF3,H10C9Cx2N3O2F3,H10C8Cx3N3O2F3	-1
273	H11C11N7O2,H11C10CxN7O2,H11C11N7OOx,H11C9Cx2N7O2,H11C8Cx3N7O2	1
273	H15C15NO4,H15C14CxNO4,H15C15NO3Ox,H15C13Cx2NO4,H15C12Cx3NO4	-1,1
273	H19C11N3O3S,H19C10CxN3O3S,H19C11N3O3Sx,H19C11N3O2OxS,H19C9Cx2N3O3S,H19C8Cx3N3O3S	1
273	H15C19NO,H15C18CxNO,H15C17Cx2NO,H15C16Cx3NO	-1
273	H19C12NO6,H19C11CxNO6,H19C12NO5Ox,H19C10Cx2NO6,H19C9Cx3NO6	-1,1
273	H15C13N5O2,H15C12CxN5O2,H15C13N5OOx,H15C11Cx2N5O2,H15C10Cx3N5O2	1
273	H15C18N3,H15C17CxN3,H15C16Cx2N3,H15C15Cx3N3	1
273	H18C14NOF3,H18C13CxNOF3,H18C12Cx2NOF3,H18C11Cx3NOF3	1
273	H19C16NO3,H19C15CxNO3,H19C16NO2Ox,H19C14Cx2NO3,H19C13Cx3NO3	-1,1
273	H23C12N3O2S,H23C11CxN3O2S,H23C12N3O2Sx,H23C12N3OOxS,H23C10Cx2N3O2S,H23C9Cx3N3O2S	1
273	H19C20N,H19C19CxN,H19C18Cx2N,H19C17Cx3N	1
273	H23C17NO2,H23C16CxNO2,H23C17NOOx,H23C15Cx2NO2,H23C14Cx3NO2	1
273	H23C11N5O3,H23C10CxN5O3,H23C11N5O2Ox,H23C9Cx2N5O3,H23C8Cx3N5O3	1
273	H27C14NO4,H27C13CxNO4,H27C14NO3Ox,H27C12Cx2NO4,H27C11Cx3NO4	-1,1
273	H27C18NO,H27C17CxNO,H27C16Cx2NO,H27C15Cx3NO	1
273	H31C15NO3,H31C14CxNO3,H31C15NO2Ox,H31C13Cx2NO3,H31C12Cx3NO3	1
273	H27C10N9,H27C9CxN9,H27C8Cx2N9,H27C7Cx3N9	-1
273	H35C16NO2,H35C15CxNO2,H35C16NOOx,H35C14Cx2NO2,H35C13Cx3NO2	1
274	H2C3O9Na4,H2C2CxO9Na4,H2C3O8OxNa4,H2CCx2O9Na4	-1,1
274	H13C3ONaP6,H13C2CxONaP6,H13CCx2ONaP6	-1,1
274	H7C11N4Br,H7C10CxN4Br,H7C9Cx2N4Br,H7C8Cx3N4Br	1
274	H10C10O7S,H10C9CxO7S,H10C10O7Sx,H10C10O6OxS,H10C8Cx2O7S,H10C7Cx3O7S	-1
274	H11C14N2SCl,H11C13CxN2SCl,H11C14N2SxCl,H11C14N2SClx,H11C12Cx2N2SCl,H11C11Cx3N2SCl	-1
274	H10C13N2O3S,H10C12CxN2O3S,H10C13N2O3Sx,H10C13N2O2OxS,H10C11Cx2N2O3S,H10C10Cx3N2O3S	-1
274	H15C7O9P,H15C6CxO9P,H15C7O8OxP,H15C5Cx2O9P,H15C4Cx3O9P	-1,1
274	H10C14O6,H10C13CxO6,H10C14O5Ox,H10C12Cx2O6,H10C11Cx3O6	-1
274	H14C11O6S,H14C10CxO6S,H14C11O6Sx,H14C11O5OxS,H14C9Cx2O6S,H14C8Cx3O6S	-1
274	H10C12N4O2S,H10C11CxN4O2S,H10C12N4O2Sx,H10C12N4OOxS,H10C10Cx2N4O2S,H10C9Cx3N4O2S	-1
274	H14C10N2O5S,H14C9CxN2O5S,H14C10N2O5Sx,H14C10N2O4OxS,H14C8Cx2N2O5S,H14C7Cx3N2O5S	-1
274	H14C15O3S,H14C14CxO3S,H14C15O3Sx,H14C15O2OxS,H14C13Cx2O3S,H14C12Cx3O3S	1
274	H11C13N4FS,H11C12CxN4FS,H11C13N4FSx,H11C11Cx2N4FS,H11C10Cx3N4FS	-1,1
274	H11C12N6Cl,H11C11CxN6Cl,H11C12N6Clx,H11C10Cx2N6Cl,H11C9Cx3N6Cl	-1,1
274	H14C10N2O7,H14C9CxN2O7,H14C10N2O6Ox,H14C8Cx2N2O7,H14C7Cx3N2O7	-1,1
274	H14C15O5,H14C14CxO5,H14C15O4Ox,H14C13Cx2O5,H14C12Cx3O5	-1,1
274	H14C14N2O4,H14C13CxN2O4,H14C14N2O3Ox,H14C12Cx2N2O4,H14C11Cx3N2O4	-1
274	H14C19O2,H14C18CxO2,H14C19OOx,H14C17Cx2O2,H14C16Cx3O2	-1,1
274	H16C10N3O6,H16C9CxN3O6,H16C10N3O5Ox,H16C8Cx2N3O6,H16C7Cx3N3O6	-1,1
274	H18C12O7,H18C11CxO7,H18C12O6Ox,H18C10Cx2O7,H18C9Cx3O7	-1,1
274	H19C11N2O4P,H19C10CxN2O4P,H19C11N2O3OxP,H19C9Cx2N2O4P,H19C8Cx3N2O4P	-1,1
274	H18C16O4,H18C15CxO4,H18C16O3Ox,H18C14Cx2O4,H18C13Cx3O4	-1,1
274	H18C10N4O5,H18C9CxN4O5,H18C10N4O4Ox,H18C8Cx2N4O5,H18C7Cx3N4O5	1
274	H18C15N2O3,H18C14CxN2O3,H18C15N2O2Ox,H18C13Cx2N2O3,H18C12Cx3N2O3	-1,1
274	H20C11N3O5,H20C10CxN3O5,H20C11N3O4Ox,H20C9Cx2N3O5,H20C8Cx3N3O5	1
274	H22C13O6,H22C12CxO6,H22C13O5Ox,H22C11Cx2O6,H22C10Cx3O6	-1,1
274	H18C14N4O2,H18C13CxN4O2,H18C14N4OOx,H18C12Cx2N4O2,H18C11Cx3N4O2	-1
274	H22C17O3,H22C16CxO3,H22C17O2Ox,H22C15Cx2O3,H22C14Cx3O3	-1,1
274	H22C11N4O4,H22C10CxN4O4,H22C11N4O3Ox,H22C9Cx2N4O4,H22C8Cx3N4O4	1
274	H22C16N2O2,H22C15CxN2O2,H22C16N2OOx,H22C14Cx2N2O2,H22C13Cx3N2O2	1
274	H30C3O13,H30C2CxO13,H30C3O12Ox,H30CCx2O13	1
274	H26C14O5,H26C13CxO5,H26C14O4Ox,H26C12Cx2O5,H26C11Cx3O5	-1,1
274	H22C15N4O,H22C14CxN4O,H22C13Cx2N4O,H22C12Cx3N4O	1
274	H26C13N2O4,H26C12CxN2O4,H26C13N2O3Ox,H26C11Cx2N2O4,H26C10Cx3N2O4	1
274	H26C18O2,H26C17CxO2,H26C18OOx,H26C16Cx2O2,H26C15Cx3O2	-1,1
274	H26C12N4O3,H26C11CxN4O3,H26C12N4O2Ox,H26C10Cx2N4O3,H26C9Cx3N4O3	1
274	H26C17N2O,H26C16CxN2O,H26C14Cx3N2O	1
274	H30C15O4,H30C14CxO4,H30C15O3Ox,H30C13Cx2O4,H30C12Cx3O4	-1,1
274	H30C19O,H30C18CxO,H30C17Cx2O,H30C16Cx3O	1
274	H34C16O3,H34C15CxO3,H34C16O2Ox,H34C14Cx2O3,H34C13Cx3O3	1
275	H10C13N3SCl,H10C12CxN3SCl,H10C13N3SxCl,H10C13N3SClx,H10C11Cx2N3SCl,H10C10Cx3N3SCl	-1
275	H13C10NO4S2,H13C9CxNO4S2,H13C10NO4SSx,H13C10NO3OxS2,H13C8Cx2NO4S2,H13C7Cx3NO4S2	-1
275	H13C10NO6S,H13C9CxNO6S,H13C10NO6Sx,H13C10NO5OxS,H13C8Cx2NO6S,H13C7Cx3NO6S	-1,1
275	H14C10NO6P,H14C9CxNO6P,H14C10NO5OxP,H14C8Cx2NO6P,H14C7Cx3NO6P	-1
275	H13C10NO8,H13C9CxNO8,H13C10NO7Ox,H13C8Cx2NO8,H13C7Cx3NO8	-1,1
275	H14C15NO2Cl,H14C14CxNO2Cl,H14C15NO2Clx,H14C15NOOxCl,H14C13Cx2NO2Cl,H14C12Cx3NO2Cl	-1
275	H9C10N7O3,H9C9CxN7O3,H9C10N7O2Ox,H9C8Cx2N7O3,H9C7Cx3N7O3	-1,1
275	H13C14NO5,H13C13CxNO5,H13C14NO4Ox,H13C12Cx2NO5,H13C11Cx3NO5	-1,1
275	H14C14N3OCl,H14C13CxN3OCl,H14C14N3OClx,H14C12Cx2N3OCl,H14C11Cx3N3OCl	1
275	H19C13NOCl2,H19C12CxNOCl2,H19C13NOClClx,H19C11Cx2NOCl2,H19C10Cx3NOCl2	1
275	H17C11NO7,H17C10CxNO7,H17C11NO6Ox,H17C9Cx2NO7,H17C8Cx3NO7	-1,1
275	H13C17N3O,H13C16CxN3O,H13C15Cx2N3O,H13C14Cx3N3O	1
275	H19C11N2O4S,H19C10CxN2O4S,H19C11N2O4Sx,H19C11N2O3OxS,H19C9Cx2N2O4S,H19C8Cx3N2O4S	1
275	H17C10N3O6,H17C9CxN3O6,H17C10N3O5Ox,H17C8Cx2N3O6,H17C7Cx3N3O6	-1,1
275	H17C15NO4,H17C14CxNO4,H17C15NO3Ox,H17C13Cx2NO4,H17C12Cx3NO4	-1,1
275	H17C13N5S,H17C12CxN5S,H17C13N5Sx,H17C11Cx2N5S,H17C10Cx3N5S	-1,1
275	H17C14N3O3,H17C13CxN3O3,H17C14N3O2Ox,H17C12Cx2N3O3,H17C11Cx3N3O3	-1,1
275	H17C19NO,H17C18CxNO,H17C17Cx2NO,H17C16Cx3NO	1
275	H21C12NO6,H21C11CxNO6,H21C12NO5Ox,H21C10Cx2NO6,H21C9Cx3NO6	-1,1
275	H22C11N3O3P,H22C10CxN3O3P,H22C11N3O2OxP,H22C9Cx2N3O3P,H22C8Cx3N3O3P	1
275	H17C18N3,H17C17CxN3,H17C16Cx2N3,H17C15Cx3N3	1
275	H21C15N3S,H21C14CxN3S,H21C15N3Sx,H21C13Cx2N3S,H21C12Cx3N3S	1
275	H21C11N3O5,H21C10CxN3O5,H21C11N3O4Ox,H21C9Cx2N3O5,H21C8Cx3N3O5	-1,1
275	H21C16NO3,H21C15CxNO3,H21C16NO2Ox,H21C14Cx2NO3,H21C13Cx3NO3	-1,1
275	H21C10N5O4,H21C9CxN5O4,H21C10N5O3Ox,H21C8Cx2N5O4,H21C7Cx3N5O4	1
275	H21C15N3O2,H21C14CxN3O2,H21C15N3OOx,H21C13Cx2N3O2,H21C12Cx3N3O2	-1,1
275	H25C13NO5,H25C12CxNO5,H25C13NO4Ox,H25C11Cx2NO5,H25C10Cx3NO5	-1,1
275	H25C17NO2,H25C16CxNO2,H25C17NOOx,H25C15Cx2NO2,H25C14Cx3NO2	-1,1
275	H29C14NO2S,H29C13CxNO2S,H29C14NO2Sx,H29C14NOOxS,H29C12Cx2NO2S,H29C11Cx3NO2S	1
275	H29C18NO,H29C17CxNO,H29C16Cx2NO,H29C15Cx3NO	1
276	C2O6K4,CCxO6K4,C2O6K3Kx	1
276	H9C13N2OSCl,H9C12CxN2OSCl,H9C13N2OSxCl,H9C13N2OSClx,H9C11Cx2N2OSCl,H9C10Cx3N2OSCl	1
276	H12C14O2S2,H12C13CxO2S2,H12C14O2SSx,H12C14OOxS2,H12C12Cx2O2S2,H12C11Cx3O2S2	-1
276	H14C16Cl2,H14C15CxCl2,H14C16ClClx,H14C14Cx2Cl2,H14C13Cx3Cl2	-1
276	H13C14N2SCl,H13C13CxN2SCl,H13C14N2SxCl,H13C14N2SClx,H13C12Cx2N2SCl,H13C11Cx3N2SCl	-1,1
276	H12C14O6,H12C13CxO6,H12C14O5Ox,H12C12Cx2O6,H12C11Cx3O6	-1
276	H13C14N2O2Cl,H13C13CxN2O2Cl,H13C14N2O2Clx,H13C14N2OOxCl,H13C12Cx2N2O2Cl,H13C11Cx3N2O2Cl	-1
276	H12C13N2O5,H12C12CxN2O5,H12C13N2O4Ox,H12C11Cx2N2O5,H12C10Cx3N2O5	-1,1
276	H16C10N2O5S,H16C9CxN2O5S,H16C10N2O5Sx,H16C10N2O4OxS,H16C8Cx2N2O5S,H16C7Cx3N2O5S	1
276	H12C18O3,H12C17CxO3,H12C18O2Ox,H12C16Cx2O3,H12C15Cx3O3	1
276	H16C11O8,H16C10CxO8,H16C11O7Ox,H16C9Cx2O8,H16C8Cx3O8	-1
276	H16C10N2O7,H16C9CxN2O7,H16C10N2O6Ox,H16C8Cx2N2O7,H16C7Cx3N2O7	-1,1
276	H16C18OSi,H16C17CxOSi,H16C16Cx2OSi,H16C15Cx3OSi	-1,1
276	H16C19S,H16C18CxS,H16C19Sx,H16C17Cx2S,H16C16Cx3S	1
276	H16C15O5,H16C14CxO5,H16C15O4Ox,H16C13Cx2O5,H16C12Cx3O5	-1,1
276	H16C14N2O4,H16C13CxN2O4,H16C14N2O3Ox,H16C12Cx2N2O4,H16C11Cx3N2O4	-1,1
276	H12C15N6,H12C14CxN6,H12C13Cx2N6,H12C12Cx3N6	1
276	H20C11N2O4S,H20C10CxN2O4S,H20C11N2O4Sx,H20C11N2O3OxS,H20C9Cx2N2O4S,H20C8Cx3N2O4S	-1,1
276	H20C12O7,H20C11CxO7,H20C12O6Ox,H20C10Cx2O7,H20C9Cx3O7	-1,1
276	H20C11N2O6,H20C10CxN2O6,H20C11N2O5Ox,H20C9Cx2N2O6,H20C8Cx3N2O6	-1,1
276	H20C16O4,H20C15CxO4,H20C16O3Ox,H20C14Cx2O4,H20C13Cx3O4	-1,1
276	H26C10N2O2Cl2,H26C9CxN2O2Cl2,H26C10N2O2ClClx,H26C10N2OOxCl2,H26C8Cx2N2O2Cl2,H26C7Cx3N2O2Cl2	1
276	H20C15N2O3,H20C14CxN2O3,H20C15N2O2Ox,H20C13Cx2N2O3,H20C12Cx3N2O3	-1,1
276	Mt	1
276	H24C13O6,H24C12CxO6,H24C13O5Ox,H24C11Cx2O6,H24C10Cx3O6	-1,1
276	H20C14N4O2,H20C13CxN4O2,H20C14N4OOx,H20C12Cx2N4O2,H20C11Cx3N4O2	1
276	H24C17O3,H24C16CxO3,H24C17O2Ox,H24C15Cx2O3,H24C14Cx3O3	-1,1
276	H24C16N2O2,H24C15CxN2O2,H24C16N2OOx,H24C14Cx2N2O2,H24C13Cx3N2O2	-1,1
276	H28C18O2,H28C17CxO2,H28C18OOx,H28C16Cx2O2,H28C15Cx3O2	-1,1
276	H28C17N2O,H28C16CxN2O,H28C15Cx2N2O,H28C14Cx3N2O	1
276	H32C19O,H32C18CxO,H32C17Cx2O,H32C16Cx3O	1
277	H8C12N3O3Cl,H8C11CxN3O3Cl,H8C12N3O3Clx,H8C12N3O2OxCl,H8C10Cx2N3O3Cl,H8C9Cx3N3O3Cl	-1
277	H15C9N3O7,H15C8CxN3O7,H15C9N3O6Ox,H15C7Cx2N3O7,H15C6Cx3N3O7	1
277	H15C14NO5,H15C13CxNO5,H15C14NO4Ox,H15C12Cx2NO5,H15C11Cx3NO5	-1,1
277	H16C14N3OCl,H16C13CxN3OCl,H16C14N3OClx,H16C12Cx2N3OCl,H16C11Cx3N3OCl	-1,1
277	H15C13N3O4,H15C12CxN3O4,H15C13N3O3Ox,H15C11Cx2N3O4,H15C10Cx3N3O4	-1,1
277	H19C10N3O4S,H19C9CxN3O4S,H19C10N3O4Sx,H19C10N3O3OxS,H19C8Cx2N3O4S,H19C7Cx3N3O4S	-1,1
277	H23C12NO2S2,H23C11CxNO2S2,H23C12NO2SSx,H23C12NOOxS2,H23C10Cx2NO2S2,H23C9Cx3NO2S2	1
277	H19C10N3O6,H19C9CxN3O6,H19C10N3O5Ox,H19C8Cx2N3O6,H19C7Cx3N3O6	-1,1
277	H19C15NO4,H19C14CxNO4,H19C15NO3Ox,H19C13Cx2NO4,H19C12Cx3NO4	-1,1
277	H23C12NO6,H23C11CxNO6,H23C12NO5Ox,H23C10Cx2NO6,H23C9Cx3NO6	-1,1
277	H27C13NOS2,H27C12CxNOS2,H27C13NOSSx,H27C11Cx2NOS2,H27C10Cx3NOS2	1
277	H23C16NO3,H23C15CxNO3,H23C16NO2Ox,H23C14Cx2NO3,H23C13Cx3NO3	-1,1
277	H23C15N3O2,H23C14CxN3O2,H23C15N3OOx,H23C13Cx2N3O2,H23C12Cx3N3O2	-1,1
277	H27C17NO2,H27C16CxNO2,H27C17NOOx,H27C15Cx2NO2,H27C14Cx3NO2	-1,1
277	H31C18NO,H31C17CxNO,H31C16Cx2NO,H31C15Cx3NO	1
278	H14O11SFe,H14O11SxFe,H14O10OxSFe	-1
278	H12C9N4O2Cl2,H12C8CxN4O2Cl2,H12C9N4O2ClClx,H12C9N4OOxCl2,H12C7Cx2N4O2Cl2,H12C6Cx3N4O2Cl2	-1
278	H10C13O7,H10C12CxO7,H10C13O6Ox,H10C11Cx2O7,H10C10Cx3O7	-1
278	H14C13N2OS2,H14C12CxN2OS2,H14C13N2OSSx,H14C11Cx2N2OS2,H14C10Cx3N2OS2	-1,1
278	H11C12N4O2Cl,H11C11CxN4O2Cl,H11C12N4O2Clx,H11C12N4OOxCl,H11C10Cx2N4O2Cl,H11C9Cx3N4O2Cl	1
278	H14C13N2O3S,H14C12CxN2O3S,H14C13N2O3Sx,H14C13N2O2OxS,H14C11Cx2N2O3S,H14C10Cx3N2O3S	-1
278	H14C14O6,H14C13CxO6,H14C14O5Ox,H14C12Cx2O6,H14C11Cx3O6	-1,1
278	H15C18OP,H15C17CxOP,H15C16Cx2OP,H15C15Cx3OP	1
278	H14C8N4O7,H14C7CxN4O7,H14C8N4O6Ox,H14C6Cx2N4O7,H14C5Cx3N4O7	-1,1
278	H14C13N2O5,H14C12CxN2O5,H14C13N2O4Ox,H14C11Cx2N2O5,H14C10Cx3N2O5	-1,1
278	H11C11N6O2F,H11C10CxN6O2F,H11C11N6OOxF,H11C9Cx2N6O2F,H11C8Cx3N6O2F	1
278	H15C13N4OCl,H15C12CxN4OCl,H15C13N4OClx,H15C11Cx2N4OCl,H15C10Cx3N4OCl	-1,1
278	H18C10N2O5S,H18C9CxN2O5S,H18C10N2O5Sx,H18C10N2O4OxS,H18C8Cx2N2O5S,H18C7Cx3N2O5S	-1,1
278	H18C11O8,H18C10CxO8,H18C11O7Ox,H18C9Cx2O8,H18C8Cx3O8	-1
278	H18C15O5,H18C14CxO5,H18C15O4Ox,H18C13Cx2O5,H18C12Cx3O5	-1,1
278	H22C12O5S,H22C11CxO5S,H22C12O5Sx,H22C12O4OxS,H22C10Cx2O5S,H22C9Cx3O5S	-1,1
278	H18C14N2O4,H18C13CxN2O4,H18C14N2O3Ox,H18C12Cx2N2O4,H18C11Cx3N2O4	-1,1
278	H14C15N6,H14C14CxN6,H14C13Cx2N6,H14C12Cx3N6	-1,1
278	H19C14N4Cl,H19C13CxN4Cl,H19C14N4Clx,H19C12Cx2N4Cl,H19C11Cx3N4Cl	-1,1
278	H22C11N2O4S,H22C10CxN2O4S,H22C11N2O4Sx,H22C11N2O3OxS,H22C9Cx2N2O4S,H22C8Cx3N2O4S	-1,1
278	H18C19O2,H18C18CxO2,H18C19OOx,H18C17Cx2O2,H18C16Cx3O2	1
278	H18C13N4O3,H18C12CxN4O3,H18C13N4O2Ox,H18C11Cx2N4O3,H18C10Cx3N4O3	-1,1
278	H18C18N2O,H18C17CxN2O,H18C16Cx2N2O,H18C15Cx3N2O	1
278	H22C16O4,H22C15CxO4,H22C16O3Ox,H22C14Cx2O4,H22C13Cx3O4	-1,1
278	H18C17N4,H18C16CxN4,H18C15Cx2N4,H18C14Cx3N4	-1,1
278	H22C15N2O3,H22C14CxN2O3,H22C15N2O2Ox,H22C13Cx2N2O3,H22C12Cx3N2O3	-1,1
278	H22C20O,H22C19CxO,H22C18Cx2O,H22C17Cx3O	1
278	H22C19N2,H22C18CxN2,H22C17Cx2N2,H22C16Cx3N2	1
278	H26C17O3,H26C16CxO3,H26C17O2Ox,H26C15Cx2O3,H26C14Cx3O3	-1,1
278	H26C16N2O2,H26C15CxN2O2,H26C16N2OOx,H26C14Cx2N2O2,H26C13Cx3N2O2	1
278	H26C21,H26C20Cx,H26C19Cx2,H26C18Cx3	1
278	H30C18O2,H30C17CxO2,H30C18OOx,H30C16Cx2O2,H30C15Cx3O2	-1,1
279	H14C13N3SCl,H14C12CxN3SCl,H14C13N3SxCl,H14C13N3SClx,H14C11Cx2N3SCl,H14C10Cx3N3SCl	-1
279	H14C13N3O2Cl,H14C12CxN3O2Cl,H14C13N3O2Clx,H14C13N3OOxCl,H14C11Cx2N3O2Cl,H14C10Cx3N3O2Cl	-1
279	H13C12N3O5,H13C11CxN3O5,H13C12N3O4Ox,H13C10Cx2N3O5,H13C9Cx3N3O5	1
279	H13C17NO3,H13C16CxNO3,H13C17NO2Ox,H13C15Cx2NO3,H13C14Cx3NO3	1
279	H17C10NO8,H17C9CxNO8,H17C10NO7Ox,H17C8Cx2NO8,H17C7Cx3NO8	-1,1
279	H13C11N5O4,H13C10CxN5O4,H13C11N5O3Ox,H13C9Cx2N5O4,H13C8Cx3N5O4	-1
279	H13C21N,H13C20CxN,H13C19Cx2N,H13C18Cx3N	1
279	H17C14NO5,H17C13CxNO5,H17C14NO4Ox,H17C12Cx2NO5,H17C11Cx3NO5	-1,1
279	H17C13N3O4,H17C12CxN3O4,H17C13N3O3Ox,H17C11Cx2N3O4,H17C10Cx3N3O4	-1,1
279	H21C15NO2S,H21C14CxNO2S,H21C15NO2Sx,H21C15NOOxS,H21C13Cx2NO2S,H21C12Cx3NO2S	1
279	H21C15NO4,H21C14CxNO4,H21C15NO3Ox,H21C13Cx2NO4,H21C12Cx3NO4	-1,1
279	H30C13NBr,H30C12CxNBr,H30C11Cx2NBr,H30C10Cx3NBr	-1,1
279	H21C14N3O3,H21C13CxN3O3,H21C14N3O2Ox,H21C12Cx2N3O3,H21C11Cx3N3O3	1
279	H21C13N5O2,H21C12CxN5O2,H21C13N5OOx,H21C11Cx2N5O2,H21C10Cx3N5O2	1
279	H25C16NO3,H25C15CxNO3,H25C16NO2Ox,H25C14Cx2NO3,H25C13Cx3NO3	-1,1
279	H29C17NO2,H29C16CxNO2,H29C17NOOx,H29C15Cx2NO2,H29C14Cx3NO2	1
279	H33C18NO,H33C17CxNO,H33C16Cx2NO,H33C15Cx3NO	-1,1
280	H5C7O4I,H5C6CxO4I,H5C7O3OxI,H5C5Cx2O4I,H5C4Cx3O4I	-1
280	H9C11N2O2Br,H9C10CxN2O2Br,H9C11N2OOxBr,H9C9Cx2N2O2Br,H9C8Cx3N2O2Br	1
280	H12C13O7,H12C12CxO7,H12C13O6Ox,H12C11Cx2O7,H12C10Cx3O7	-1
280	H13C13N2O3Cl,H13C12CxN2O3Cl,H13C13N2O3Clx,H13C13N2O2OxCl,H13C11Cx2N2O3Cl,H13C10Cx3N2O3Cl	-1
280	H16C6O12,H16C5CxO12,H16C6O11Ox,H16C4Cx2O12,H16C3Cx3O12	-1
280	H12C16N2OS,H12C15CxN2OS,H12C16N2OSx,H12C14Cx2N2OS,H12C13Cx3N2OS	-1
280	H12C17O4,H12C16CxO4,H12C17O3Ox,H12C15Cx2O4,H12C14Cx3O4	1
280	H12C15N4S,H12C14CxN4S,H12C15N4Sx,H12C13Cx2N4S,H12C12Cx3N4S	1
280	H12C11N4O5,H12C10CxN4O5,H12C11N4O4Ox,H12C9Cx2N4O5,H12C8Cx3N4O5	-1
280	H16C13N2O3S,H16C12CxN2O3S,H16C13N2O3Sx,H16C13N2O2OxS,H16C11Cx2N2O3S,H16C10Cx3N2O3S	1
280	H20C10N2O3S2,H20C9CxN2O3S2,H20C10N2O3SSx,H20C10N2O2OxS2,H20C8Cx2N2O3S2,H20C7Cx3N2O3S2	-1,1
280	H16C14O6,H16C13CxO6,H16C14O5Ox,H16C12Cx2O6,H16C11Cx3O6	-1,1
280	H17C14N2O2Cl,H17C13CxN2O2Cl,H17C14N2O2Clx,H17C14N2OOxCl,H17C12Cx2N2O2Cl,H17C11Cx3N2O2Cl	-1
280	H16C13N2O5,H16C12CxN2O5,H16C13N2O4Ox,H16C11Cx2N2O5,H16C10Cx3N2O5	-1,1
280	H20C14N2S2,H20C13CxN2S2,H20C14N2SSx,H20C12Cx2N2S2,H20C11Cx3N2S2	-1,1
280	H12C14N6O,H12C13CxN6O,H12C12Cx2N6O,H12C11Cx3N6O	-1,1
280	H15C16OF3,H15C15CxOF3,H15C14Cx2OF3,H15C13Cx3OF3	-1,1
280	H16C18O3,H16C17CxO3,H16C18O2Ox,H16C16Cx2O3,H16C15Cx3O3	1
280	H16C12N4O4,H16C11CxN4O4,H16C12N4O3Ox,H16C10Cx2N4O4,H16C9Cx3N4O4	-1,1
