m/z	count
688.832915130114	11
688.832529552396	11
688.830428144471	11
688.830119853984	11
683.257142102849	11
682.255413848326	11
682.253758556927	11
680.804044294941	11
680.799281377305	11
679.209366959656	11
678.818904596863	11
678.815295750213	11
678.813054635329	11
678.812793433983	11
678.810950453951	11
678.247467343109	11
675.162126767507	11
675.160481342067	11
674.795352041646	11
665.285362879406	11
664.280074680114	11
664.278233070871	11
664.272981655528	11
663.27367291622	11
661.13951431805	11
657.28887057395	11
655.444058452542	11
655.284123062662	11
653.208508093899	11
648.324361682867	11
647.211535025144	11
647.165771284567	11
647.163363096162	11
645.145416188599	11
644.320270302982	11
639.379174635254	11
639.379000350856	11
639.371677625082	11
639.306994561431	11
638.272638836681	11
638.271574083667	11
637.270796949197	11
637.269977094955	11
634.310219930561	11
631.471715941319	11
628.326652217273	11
625.159293507162	11
623.452340716654	11
621.272589868375	11
621.268705785518	11
621.201422014476	11
617.20328079692	11
611.327503517083	11
611.326268836739	11
609.328573474472	11
607.349417542684	11
607.347500188563	11
607.344265470288	11
607.343883892605	11
586.816589752097	11
555.082897966848	11
555.07830656133	11
555.078163251113	11
554.768816303698	11
554.768617626322	11
554.167275438303	11
554.079737693505	11
554.079366388301	11
554.0790138072	11
553.796915953693	11
553.075171004703	11
541.153918060928	11
527.022128497381	11
502.632642232156	11
468.031045279816	11
462.866605290297	11
372.898141247729	11
340.830616725896	11
334.311409170375	11
330.851116287692	11
330.841577137518	11
288.987465021054	11
278.879901896049	11
276.847492218473	11
264.934395832063	11
254.865740187515	11
240.928242114318	11
239.903056355051	11
234.045048812063	11
232.883574428622	11
231.894717879865	11
220.899974112404	11
218.90525616988	11
216.919326432833	11
208.973417876032	11
196.894394618756	11
188.980782943565	11
178.972680029413	11
158.970125822734	11
152.917629468775	11
136.89164101804	11
134.894629280036	11
118.966253279416	11
874.553562224845	10
855.595182512671	10
314.895870458818	10
135.945077843013	10
855.598429220276	10
804.575345678106	10
762.578635224111	10
762.577010144109	10
761.546869896411	10
583.344098161381	10
282.777851484178	10
831.600037103331	10
761.54123233168	10
761.525056503084	10
706.638079521447	10
676.510278480737	10
609.324450590942	10
330.753642447781	10
238.870243082226	10
110.899010882787	10
838.434912442178	10
831.598863664022	10
823.5807249794	10
805.447049179183	10
792.48969237109	10
757.521640375291	10
694.958861096132	10
581.968125476851	10
568.833056883838	10
568.831280358507	10
450.836154479997	10
432.856385432671	10
170.942816299672	10
155.865642537888	10
887.42018127085	10
844.475374738248	10
694.763217458398	10
654.868957683739	10
554.719436381236	10
428.81817823291	10
330.870240501301	10
286.912004265561	10
280.908248219078	10
255.822141272531	10
223.798239337252	10
179.841828828243	10
170.833279058521	10
166.860594980395	10
164.895498024539	10
156.894790501146	10
814.597522654922	10
744.950378678498	10
721.862573564151	10
658.889541003178	10
526.97549890364	10
486.881932373113	10
412.843995425705	10
410.864165616653	10
408.933000102053	10
389.876059044555	10
386.715207883735	10
384.718143213556	10
324.762472358709	10
310.901974381297	10
302.898173124757	10
299.91925191767	10
286.86146535916	10
284.774797384546	10
272.794978787619	10
268.800555235581	10
260.872514452005	10
226.76093544374	10
224.762854337807	10
220.853270551764	10
193.81557689775	10
180.862006695741	10
176.949168925919	10
166.834943910698	10
161.842547843015	10
160.91544585922	10
136.877513588153	10
741.348024499556	10
697.357551861794	10
680.802461919279	10
674.79670989145	10
638.27771787393	10
791.326303465293	10
763.388943099843	10
759.393633110607	10
741.344297236891	10
741.343989768412	10
730.355074376951	10
729.369560786003	10
716.78772113835	10
707.140333585413	10
701.199698661581	10
695.20835523294	10
645.146919068588	10
633.135127960991	10
633.057645870012	10
610.333121886066	10
607.348773506273	10
607.345001702573	10
587.107830974651	10
292.895082876977	10
799.261339997034	10
798.839019198711	10
798.351042632422	10
797.438762705327	10
797.361805563371	10
797.229336978288	10
796.360270521709	10
795.329331014268	10
795.327521280513	10
795.32624504058	10
795.303077186	10
794.324439588557	10
792.339016563838	10
792.338596048843	10
792.338157365343	10
792.337748845895	10
792.335019729844	10
792.329958482186	10
792.326041800219	10
792.325322634992	10
791.335788416308	10
791.331327564254	10
791.330284359584	10
791.327590504377	10
791.317972396752	10
791.314986090128	10
790.456630280459	10
789.462450599348	10
789.4600936804	10
789.458432371967	10
789.455958347078	10
789.453859547329	10
789.451360750139	10
788.420097383883	10
788.411049491936	10
787.407449071189	10
786.400289052955	10
786.398440914805	10
785.437088930822	10
785.436608485592	10
785.434353776144	10
785.433203549613	10
785.431821760583	10
785.429315009425	10
785.426110099348	10
785.308110558608	10
785.222686762319	10
783.363372350998	10
783.3312791805	10
783.325799704533	10
783.320482144597	10
783.2702868821	10
783.2355489675	10
783.235181253302	10
782.333898586303	10
782.332810820594	10
782.264735679087	10
781.33940138423	10
781.185259349836	10
779.491120576803	10
779.405037231425	10
779.218665740795	10
779.217404202444	10
779.214927935915	10
778.838240469434	10
778.487019437752	10
777.404381227539	10
775.477304330465	10
775.475802554224	10
775.374421404516	10
775.37340139457	10
774.368878342123	10
774.318741513903	10
771.341515544988	10
771.33711342073	10
771.276361515072	10
767.314664473298	10
767.314253271663	10
767.313049254222	10
767.312348780148	10
765.320107328495	10
765.31839980522	10
765.318166259494	10
764.338993274246	10
763.458735282158	10
763.389276367998	10
763.324330461192	10
763.323819935994	10
763.323562496869	10
763.323119045612	10
763.167531919814	10
762.45291384961	10
761.550721807626	10
760.545390736145	10
760.317673800422	10
759.541947916575	10
759.396096214083	10
759.395212189463	10
759.315182363836	10
758.539982738732	10
757.235167346245	10
755.368876136328	10
755.352514282122	10
755.349785585393	10
755.346977453362	10
755.346121730922	10
755.280715571758	10
754.5041183588	10
753.38973026245	10
751.370672930409	10
747.346313210222	10
747.310865866243	10
747.287083524635	10
745.31042488333	10
743.257312056645	10
743.255194907309	10
741.345364812822	10
741.341495150228	10
741.311079542606	10
741.305951688275	10
740.340966756377	10
739.340492107536	10
739.338164824969	10
739.300709802382	10
739.28678959332	10
738.758636529325	10
738.757643659963	10
738.28894814733	10
737.366594412136	10
737.358458824559	10
737.289525877002	10
737.285703549131	10
737.282298607982	10
737.281858038009	10
735.215678316731	10
733.207223861469	10
733.204369314522	10
733.20387866801	10
732.835531254279	10
732.831900972842	10
732.499713045351	10
732.497336569756	10
732.427909117311	10
731.43743674418	10
731.202668340561	10
731.182318811934	10
729.372380477065	10
729.368559414854	10
729.354658012285	10
729.353887074217	10
728.374668412291	10
728.364123295305	10
728.362248567497	10
728.253929065335	10
728.250242024872	10
728.149663064083	10
727.456430684643	10
727.454956146883	10
725.270715112536	10
724.382756868636	10
724.367110889824	10
723.375020487832	10
723.3729804361	10
723.370672472131	10
722.37210087591	10
722.370885904368	10
722.368875379002	10
720.790857336606	10
720.790059025896	10
720.788868058657	10
719.823864079335	10
717.167183452913	10
717.128840287813	10
716.785653252114	10
714.818164285682	10
714.817304388838	10
711.255541982148	10
711.254514866932	10
711.234471175831	10
711.231412880404	10
710.82253675784	10
710.822387908167	10
710.82127647292	10
710.819121602117	10
709.832283130769	10
709.447559398479	10
709.31906324298	10
708.31779929088	10
707.324156112673	10
707.323675710156	10
707.31476204403	10
707.14335646917	10
707.109511703667	10
706.212317303113	10
705.361956494678	10
705.282970318546	10
705.282266138055	10
705.221711932031	10
705.217555242863	10
705.201977249861	10
703.354045480313	10
703.187563507317	10
702.345848650392	10
701.385015763338	10
701.384683568481	10
701.380998977729	10
701.171896155987	10
698.782861592193	10
698.781205288362	10
698.780777287087	10
698.297773094727	10
698.296699427853	10
698.237484917762	10
698.078745596442	10
698.078218301114	10
697.354683020179	10
697.258283200902	10
697.253114422984	10
697.239462916666	10
697.235588066214	10
697.234714996293	10
696.569632187753	10
696.569216014743	10
696.568764928641	10
696.564378115442	10
696.401632670522	10
696.399818355118	10
695.564781367172	10
695.40095774101	10
695.400346124399	10
695.39711079206	10
695.244427549274	10
695.148835480424	10
694.809654072987	10
694.395474598452	10
694.393966868656	10
694.32734294859	10
694.327173440586	10
694.326923822719	10
694.325313798712	10
694.206599088895	10
693.208946482427	10
693.208490330342	10
692.321000242509	10
691.44160248549	10
691.440153002249	10
691.385939447212	10
691.310361818421	10
691.260180743633	10
690.435627710056	10
690.43532254195	10
690.434110520818	10
690.310442549266	10
690.307095959226	10
690.254482400461	10
690.25391705429	10
688.834915975818	10
688.831752424985	10
688.830599560116	10
688.827629948672	10
687.793853240999	10
687.793205908585	10
687.238990326456	10
686.252644212835	10
686.204922195495	10
685.20291927826	10
685.201943565791	10
685.201732110952	10
683.776170379779	10
683.106620474926	10
682.252872007363	10
681.251364601243	10
680.803818778202	10
679.821377149953	10
678.813257691105	10
678.812214529947	10
675.470865846769	10
674.805837863637	10
671.254316472985	10
671.248376987968	10
666.288533882203	10
665.290001694185	10
665.28788497569	10
665.287291188132	10
665.286109149032	10
664.278762421795	10
664.277145706721	10
664.27424784242	10
663.2760094373	10
663.270804788456	10
662.16743515439	10
661.165035796123	10
659.476467376419	10
659.181148802865	10
659.180703360748	10
659.180431413704	10
659.160361876557	10
657.347543605855	10
656.285462327704	10
655.208691889525	10
655.133874511731	10
653.428096799006	10
652.809159223755	10
652.806362867537	10
651.101543852891	10
648.325515199612	10
648.324993763592	10
647.166328013616	10
647.165548363289	10
647.164346286309	10
647.162895964558	10
643.797017198773	10
643.796704601323	10
643.795944663177	10
643.794539335225	10
639.374744936143	10
639.374510637227	10
638.276017580207	10
638.272996282199	10
638.271210928315	10
638.271055223709	10
637.289450157974	10
633.14366730498	10
633.056636589445	10
628.325758042364	10
621.272081127857	10
621.270323070802	10
621.267685930906	10
619.145404908487	10
618.115830991759	10
612.335631613355	10
612.332559686938	10
611.327783514385	10
610.114874553657	10
610.114655059358	10
610.114510579393	10
610.114086023062	10
610.111593605133	10
609.329784736765	10
609.327622267986	10
609.326696825776	10
607.350199408523	10
607.347217228403	10
607.339660319833	10
607.336264127449	10
603.369555025407	10
601.084431971002	10
597.093910628745	10
597.091857762695	10
591.464472861691	10
587.107293431035	10
585.09408099948	10
585.086409234748	10
581.334312642242	10
581.33356989229	10
581.332645721069	10
581.332332119695	10
581.33147666478	10
579.006993252635	10
578.778868440171	10
571.05636829837	10
569.77646622052	10
560.152912921862	10
556.358282438386	10
555.389615248197	10
555.083499372613	10
555.082422370879	10
555.081653384551	10
555.077780446628	10
554.767878913998	10
554.767519933131	10
553.797906379621	10
553.797100523325	10
539.984434502634	10
539.360348271699	10
539.358117236768	10
509.076044746574	10
502.850860120031	10
502.631503495966	10
462.867334768547	10
435.958492339905	10
390.890796756257	10
372.898473798916	10
372.898259154124	10
362.941046881155	10
361.278711239431	10
352.840694239903	10
352.833504819902	10
340.814766200194	10
314.877793135577	10
298.964190874613	10
290.945365540511	10
290.945161883924	10
280.622031858342	10
276.847339224031	10
274.877810066735	10
273.82702399177	10
268.907891219967	10
262.953212598332	10
258.881937740055	10
256.242552380455	10
254.86541144131	10
248.900014035679	10
244.984962882151	10
244.963101021242	10
238.114113342431	10
234.045203374992	10
234.044895610735	10
232.874397065816	10
229.974446126611	10
216.939193708551	10
196.895153813871	10
188.980972062081	10
188.912901400614	10
186.933421399129	10
180.912661546447	10
174.933536175194	10
170.970255850021	10
170.89245293711	10
164.956952059821	10
164.927340842013	10
158.939108408595	10
158.939047407789	10
154.918653090893	10
142.980882734108	10
140.954042319473	10
110.969950646948	10
103.920228072568	10
651.098167618907	9
279.614187582373	9
950.688309737607	9
870.585879040869	9
843.559876251655	9
793.534522407406	9
842.556523843174	9
792.743820378875	9
766.519633113324	9
692.449872507672	9
685.504880462317	9
660.527883287704	9
330.870668680666	9
832.532656895171	9
610.335939023153	9
568.830910220082	9
159.893751106589	9
822.58097238381	9
804.572246315317	9
595.493362961563	9
901.544934173257	9
838.594846192128	9
830.537258704124	9
813.731661560768	9
762.575133707311	9
697.359039150085	9
412.882895629635	9
296.881935189935	9
979.575381676941	9
822.581750679613	9
822.579442410442	9
761.54579552561	9
761.538551972883	9
758.53148972628	9
740.503924837572	9
740.503045079176	9
705.486212785628	9
694.960695026277	9
671.214978083413	9
428.873634738169	9
316.738979846736	9
270.750984233437	9
268.752929212394	9
234.872129533816	9
214.832619686289	9
148.863774997101	9
121.944052357476	9
901.542898398179	9
900.596481102485	9
890.461244693257	9
874.559796099884	9
838.589146163496	9
822.576830433875	9
813.729298643611	9
806.518587665121	9
806.411209796841	9
805.51799121917	9
805.446213701261	9
800.533315570741	9
795.955857030445	9
793.533865614307	9
788.448197276931	9
766.51459749045	9
766.514015452478	9
766.513012353871	9
765.470702520451	9
761.539536964485	9
757.857356287291	9
755.502195517277	9
750.803962376745	9
744.497043869086	9
744.496285616299	9
740.962062855226	9
739.346121032338	9
732.518186410482	9
724.986058168622	9
715.846564832694	9
694.760744852855	9
688.370930141725	9
650.953631309399	9
630.817923219063	9
606.870746434324	9
591.90553450999	9
545.968616173943	9
450.843023930405	9
450.842787288904	9
426.90883384485	9
400.867813046966	9
390.880400228805	9
352.832698648467	9
316.872571693428	9
280.908138978042	9
244.985416347603	9
234.88036680503	9
232.883429373908	9
196.941039290662	9
195.976121837636	9
195.926860348144	9
177.903123629982	9
170.83323705474	9
150.982798186752	9
140.986310526235	9
140.986081772054	9
129.975776106206	9
887.422473959896	9
844.476205248374	9
824.806652260086	9
811.405650621472	9
804.568808158738	9
804.515370929917	9
804.51003682091	9
782.810186576103	9
778.810302091394	9
772.791615906902	9
761.839983644005	9
739.291303875985	9
738.429039728252	9
724.365541455881	9
712.829023004955	9
699.29767039769	9
696.777960676111	9
682.815912645602	9
654.867264902717	9
652.801874892122	9
555.442041145719	9
555.390084439381	9
554.870137442661	9
554.855605979404	9
554.822236424424	9
554.807488614832	9
554.805382324955	9
554.802627589329	9
554.779207579696	9
554.774563709608	9
553.873697600943	9
548.852541311779	9
492.828543019519	9
450.842424684958	9
440.887501989269	9
434.863213825921	9
430.928115000912	9
424.911726020665	9
414.764455184332	9
372.896508555354	9
354.911299482937	9
354.827886573135	9
336.87633206396	9
324.890303366289	9
314.906283998262	9
314.876973602062	9
296.881816497272	9
295.983713318025	9
295.983673669422	9
287.985357075474	9
254.863833147687	9
254.852827212803	9
221.842486751067	9
219.845426500087	9
216.918147891785	9
170.854711712819	9
166.83308831915	9
164.895454760234	9
156.894912649865	9
138.860152491461	9
814.60610857895	9
781.861874901027	9
745.957087155741	9
744.956887060583	9
729.84953299261	9
726.87613614871	9
699.367634159676	9
699.367162662745	9
680.884385025719	9
658.888851744472	9
636.828415198402	9
630.818604621624	9
620.845331652203	9
598.852879670131	9
576.973369091513	9
562.587429989444	9
554.786119444753	9
554.675592353069	9
545.968861556909	9
540.819396018686	9
540.819300173	9
540.819152084191	9
500.771634271365	9
475.305718083396	9
454.925829553832	9
450.84466242841	9
450.837054942175	9
449.845358669355	9
434.862728230136	9
434.862048504733	9
424.911970741827	9
424.910759652494	9
424.907602572083	9
374.833039368554	9
341.947561880755	9
326.759980916215	9
326.759125927434	9
314.876787835302	9
302.898835606558	9
300.884810594344	9
296.888993317555	9
291.966197485072	9
286.921740769538	9
284.77456945584	9
274.79213453106	9
272.907624162001	9
270.79813702165	9
268.80121895598	9
266.803576361228	9
265.950632358415	9
260.873190415588	9
260.872703419411	9
257.819490190436	9
232.931082554344	9
220.899846257643	9
220.766765256387	9
216.909455205954	9
215.868398410467	9
207.93122396373	9
202.918359935696	9
199.802949100759	9
180.861991775595	9
159.84511608809	9
146.866744897386	9
136.891716901408	9
784.425987294393	9
691.191272987181	9
605.886339555337	9
749.325320962743	9
747.292637492647	9
638.272037694169	9
483.368979072667	9
330.85134992357	9
240.928700319408	9
194.937457259271	9
798.840242112538	9
797.3613932315	9
796.239034832517	9
791.347014570809	9
789.242998654687	9
785.43741617526	9
783.237544303458	9
783.211723904116	9
782.268207915055	9
780.339172060664	9
779.21896589035	9
773.347819127139	9
773.315619894869	9
772.344348278041	9
771.27564834156	9
763.459140397961	9
747.31324500125	9
747.284928249978	9
745.23822185251	9
741.308096541464	9
739.306878643609	9
739.30614634491	9
739.30491108068	9
739.299944481422	9
736.354662990558	9
731.383766339338	9
716.826191058535	9
711.228757630425	9
708.320899995417	9
701.385678478992	9
701.198241467182	9
699.980199353515	9
695.246476093718	9
693.387756954406	9
692.314907739239	9
691.258363400875	9
690.210913808141	9
689.8125574495	9
688.834183800503	9
685.199185030226	9
678.813867748857	9
673.184323309863	9
664.281538346386	9
663.199015454484	9
650.556464801283	9
613.086602005164	9
607.346879180893	9
560.167178139369	9
557.405973474218	9
539.359596644144	9
380.977536114061	9
368.81759622171	9
352.833381772241	9
270.838603830856	9
216.918642433341	9
196.894965958206	9
196.894118161786	9
188.912768362603	9
118.930770916857	9
109.933938656279	9
798.838649205019	9
798.441686713477	9
798.257679003764	9
797.36252551253	9
797.359724300028	9
796.35840877854	9
796.334560573107	9
796.333443397375	9
795.33172358481	9
795.330152200236	9
795.327798204318	9
795.326850934507	9
795.290365296887	9
795.289102151077	9
795.239978129324	9
794.33806501408	9
794.33634649405	9
794.325855443976	9
794.325569899147	9
794.325211073221	9
793.835125333846	9
792.535192495271	9
792.534108521724	9
792.336308525383	9
792.330229807187	9
792.322543731857	9
792.321801221716	9
792.318785991514	9
792.318384186782	9
792.318021761801	9
791.335426817215	9
791.324806585357	9
791.324531112944	9
791.323391140049	9
791.323104632741	9
791.319836866779	9
791.319445713489	9
791.318248886279	9
791.316270731839	9
791.313258889497	9
789.470208152224	9
789.463943876808	9
789.46376229917	9
789.458150427038	9
789.453281409078	9
789.243896822413	9
789.243700787747	9
788.417792149515	9
788.414417792582	9
788.413590642831	9
788.411980270712	9
788.342539096262	9
788.341240858509	9
787.449489909025	9
787.448094465308	9
787.446446504626	9
787.444188260243	9
786.404294694314	9
786.402652878748	9
786.401156683615	9
786.400760352066	9
785.433482974915	9
785.42895042053	9
785.426932353812	9
785.396638222278	9
785.309417536278	9
785.307430152736	9
785.306009862859	9
785.296266499631	9
785.295295174756	9
785.290607033971	9
784.422270034613	9
784.420677116052	9
783.332698994666	9
783.32795778103	9
783.325414455399	9
783.275605380676	9
783.273224090683	9
783.269320474251	9
783.268200155237	9
783.235827130225	9
783.211297767732	9
782.84395195759	9
782.82534148739	9
781.237050288862	9
781.184655800934	9
781.183224210693	9
780.340996710015	9
780.337958223456	9
780.337506552766	9
779.222087779274	9
779.215670202132	9
779.215259667548	9
779.213271129995	9
778.836555933447	9
778.834278238078	9
778.488388537012	9
778.48745774443	9
778.351900218736	9
778.351003862639	9
778.325152348561	9
777.491422529604	9
777.219991936183	9
777.161327092367	9
775.478532070203	9
775.478025960731	9
775.476255421707	9
775.37694828761	9
775.376004814972	9
775.375453299392	9
775.374797230303	9
774.319252756663	9
773.462569966595	9
772.309096352791	9
771.455098359975	9
771.453764174136	9
771.339516304487	9
771.339203036045	9
771.338970879922	9
771.335716183413	9
771.30340279401	9
770.343029111475	9
770.334097294923	9
769.315407468755	9
769.18816157108	9
767.315393604885	9
767.236917739259	9
765.374153838578	9
765.319762475003	9
765.319337182949	9
765.318808307654	9
765.318011721099	9
765.19861545602	9
764.339942844794	9
764.339389637031	9
764.337893312667	9
764.324743241646	9
764.312167421347	9
763.457138032071	9
763.456689126679	9
763.390896864316	9
763.390000811494	9
763.388225714301	9
763.386696399046	9
763.384695904998	9
763.325099473451	9
763.324739771577	9
763.322707126203	9
763.321243293596	9
762.384736701542	9
762.380087223884	9
761.382431573142	9
761.32149158065	9
761.227180835358	9
761.22681173607	9
761.226062677405	9
761.225676344646	9
759.395381387568	9
759.394846681659	9
759.392238796494	9
759.347914292431	9
759.270850488247	9
758.892156240532	9
758.537589375974	9
757.23489062448	9
756.862660252966	9
756.760114501285	9
755.384524804091	9
755.381982362408	9
755.381159287169	9
755.359126477752	9
755.356766119039	9
755.35512960918	9
755.3514773631	9
755.350047243305	9
755.349349014743	9
755.280271706947	9
754.502146441252	9
754.393554559869	9
754.392491455914	9
754.392299745745	9
754.356135323402	9
753.852732067972	9
753.823892690845	9
753.389401069219	9
753.387301660929	9
753.386289387051	9
753.383772210987	9
753.226832187254	9
753.223218744723	9
752.376058101852	9
751.37632981796	9
751.374679306326	9
751.372022275723	9
751.371747828586	9
751.241967576251	9
751.203026535855	9
749.324810029711	9
749.323413213221	9
749.322633605277	9
749.32192963369	9
749.32175944787	9
749.320816816619	9
749.16845725012	9
749.167470372293	9
748.326066960813	9
748.320344996406	9
747.821009643061	9
747.383341875966	9
747.379500486963	9
747.31552887297	9
747.309813960423	9
747.292058931591	9
747.288406047185	9
747.281239439059	9
746.754745053778	9
746.318570093334	9
746.31678872046	9
746.315916992974	9
746.310587601945	9
745.437557009345	9
745.310116122266	9
745.309627466875	9
745.30847989212	9
745.307146171642	9
745.306069996157	9
745.305625799837	9
744.26014489141	9
744.25901281737	9
744.165972409322	9
743.257822643266	9
743.256243375979	9
743.255592207688	9
743.182172294577	9
741.343562844666	9
741.314577622438	9
741.310230311613	9
741.307149934519	9
741.306352543552	9
741.300916623997	9
741.299225775471	9
740.842589021089	9
740.344462039148	9
740.34294207966	9
740.342385721764	9
740.306481862383	9
740.304838177395	9
740.286017157339	9
740.285677464066	9
740.284815766945	9
739.33584068266	9
739.305944544288	9
739.304530366856	9
739.303883807431	9
739.302573248378	9
739.300277382476	9
739.299692805336	9
739.297839837356	9
739.286293154466	9
739.285384841188	9
738.756240990705	9
738.755661986432	9
738.287790381607	9
738.287461630439	9
737.820001753733	9
737.81831970221	9
737.36271591705	9
737.361614402245	9
737.360075333403	9
737.358859180377	9
737.357611370244	9
737.288891919876	9
737.285529674529	9
737.282563283723	9
737.188027625697	9
737.186548979436	9
735.213732838932	9
735.193171331896	9
733.41701216304	9
733.370831097508	9
733.203428175055	9
733.198567209138	9
733.165610336358	9
732.497904411477	9
732.496709019955	9
732.426047397864	9
731.496498853894	9
731.435018052774	9
731.424715728996	9
731.391719023206	9
731.391249485898	9
731.202458195577	9
731.19017980682	9
731.167840424683	9
730.35892546334	9
730.170505275722	9
730.169024731166	9
729.427004592377	9
729.368183955008	9
729.355257678641	9
729.354836093503	9
729.352909013776	9
729.352000665261	9
729.247056798267	9
729.165036831077	9
728.46236553206	9
728.461162670748	9
728.374865168201	9
728.252040039802	9
728.248872817085	9
727.828077637588	9
727.456156653074	9
727.455822296691	9
727.369446727453	9
727.365797373682	9
727.340050625623	9
727.157052016821	9
727.153748744588	9
727.153530685441	9
727.146878795227	9
725.365323476823	9
725.272775783282	9
725.271332017204	9
